index,split
9746,train
3427,train
9427,train
9059,train
8908,train
4659,train
3903,train
1397,train
1274,train
10473,train
10513,train
9465,train
11214,train
7163,train
6281,train
5060,train
8093,train
11088,train
8851,train
8404,train
10192,train
3252,train
789,train
619,train
11254,train
535,train
1420,train
2052,train
1444,train
5844,train
9412,train
4686,train
10378,train
1769,train
3477,train
7164,train
8042,train
6515,train
4881,train
10802,train
8244,train
1071,train
2536,train
2138,train
7696,train
10907,train
3488,train
682,train
1851,train
10892,train
8690,train
11017,train
11027,train
8609,train
9536,train
3115,train
59,train
6557,train
3928,train
9426,train
6290,train
8164,train
3899,train
2489,train
8031,train
11070,train
3921,train
6997,train
6494,train
9409,train
9789,train
10508,train
7572,train
441,train
10865,train
3096,train
7290,train
7391,train
1466,train
3280,train
5907,train
3098,train
6073,train
6826,train
12,train
1114,train
3617,train
6864,train
8517,train
7149,train
11394,train
4113,train
6743,train
4417,train
3416,train
2218,train
839,train
5972,train
6668,train
744,train
11035,train
2347,train
3234,train
10529,train
5459,train
3940,train
7635,train
7237,train
918,train
9884,train
1210,train
8958,train
9916,train
1212,train
10586,train
7726,train
7525,train
2006,train
4731,train
7039,train
2220,train
8007,train
9015,train
2212,train
3173,train
5457,train
5313,train
1846,train
2485,train
9818,train
2368,train
5004,train
1091,train
6987,train
10313,train
2581,train
3201,train
2278,train
4750,train
1461,train
2377,train
2270,train
9765,train
6833,train
1416,train
3387,train
4706,train
9528,train
11147,train
5298,train
2708,train
6012,train
6581,train
2942,train
4274,train
11129,train
2723,train
11241,train
5157,train
4779,train
8877,train
9758,train
1121,train
543,train
4256,train
11273,train
9515,train
7383,train
9219,train
8719,train
11317,train
4060,train
928,train
1481,train
1756,train
5020,train
10457,train
9113,train
4591,train
9641,train
7906,train
6278,train
2867,train
3182,train
6609,train
857,train
6253,train
1491,train
5740,train
1806,train
7917,train
11171,train
3667,train
9727,train
7376,train
3571,train
50,train
10470,train
3054,train
7033,train
1833,train
9321,train
10503,train
3318,train
10884,train
8981,train
3031,train
11028,train
6067,train
1152,train
5471,train
8926,train
9252,train
4809,train
9215,train
8209,train
1277,train
10654,train
3634,train
389,train
2756,train
162,train
11179,train
9077,train
10708,train
4212,train
9102,train
11284,train
9201,train
623,train
5761,train
6029,train
8391,train
1104,train
7933,train
8406,train
4818,train
6643,train
4861,train
6425,train
7910,train
5820,train
8471,train
6342,train
951,train
5772,train
8677,train
7255,train
11264,train
6769,train
4674,train
7345,train
10594,train
3858,train
7403,train
7640,train
7605,train
1283,train
7317,train
10589,train
7754,train
7302,train
206,train
2983,train
1519,train
2078,train
2992,train
8251,train
8436,train
5981,train
10391,train
10037,train
11085,train
1883,train
7404,train
2332,train
2872,train
4008,train
6878,train
2739,train
3926,train
4872,train
3739,train
3119,train
11351,train
6748,train
1090,train
1617,train
6828,train
11104,train
7817,train
8838,train
8169,train
7048,train
8497,train
9981,train
7073,train
8562,train
2775,train
3066,train
7931,train
4466,train
1575,train
8728,train
9067,train
10737,train
11204,train
31,train
7553,train
375,train
10325,train
3095,train
6471,train
7026,train
4653,train
2651,train
8959,train
604,train
6527,train
2109,train
3439,train
8757,train
576,train
6182,train
7424,train
2686,train
10414,train
6906,train
291,train
1370,train
7921,train
10113,train
2976,train
3456,train
6564,train
2793,train
6509,train
1161,train
5503,train
8183,train
10617,train
10629,train
4796,train
7481,train
10924,train
10213,train
7085,train
5704,train
10229,train
3663,train
9332,train
763,train
6138,train
10016,train
7022,train
6640,train
8964,train
9053,train
6507,train
3892,train
850,train
6009,train
9152,train
3178,train
976,train
3199,train
620,train
4733,train
7401,train
2661,train
1313,train
735,train
10138,train
3770,train
6679,train
2914,train
11100,train
7803,train
9295,train
5136,train
4290,train
8106,train
9580,train
4604,train
4172,train
8651,train
181,train
7507,train
10648,train
5132,train
6157,train
9994,train
11335,train
8756,train
9416,train
6351,train
5776,train
8186,train
10978,train
10206,train
7972,train
11090,train
2789,train
1596,train
2541,train
1076,train
10231,train
3462,train
1069,train
815,train
214,train
3781,train
4541,train
3194,train
5803,train
8825,train
3994,train
6213,train
10439,train
10071,train
10188,train
9108,train
9926,train
5811,train
118,train
2841,train
6473,train
5930,train
11142,train
9513,train
8473,train
4619,train
6477,train
9413,train
5510,train
1240,train
1246,train
4032,train
4452,train
3272,train
10898,train
6030,train
9568,train
6578,train
10714,train
2963,train
495,train
7242,train
8945,train
3872,train
4527,train
3793,train
10066,train
8438,train
10224,train
9322,train
4787,train
10875,train
9879,train
3978,train
8563,train
517,train
7831,train
9398,train
4601,train
1489,train
10477,train
6403,train
2776,train
5078,train
467,train
8458,train
7535,train
3067,train
1078,train
6015,train
9728,train
8774,train
3177,train
6658,train
4606,train
4476,train
4261,train
10011,train
9004,train
798,train
5672,train
11067,train
6005,train
350,train
7051,train
7709,train
9828,train
392,train
6817,train
2016,train
1336,train
4552,train
3633,train
1430,train
6311,train
7494,train
10463,train
2158,train
7194,train
7129,train
6634,train
10078,train
8153,train
4481,train
7027,train
3611,train
1724,train
3908,train
5635,train
328,train
1365,train
346,train
2715,train
11392,train
3030,train
6701,train
1387,train
8061,train
4798,train
2448,train
6875,train
708,train
4231,train
11193,train
3735,train
6919,train
5390,train
8507,train
2965,train
9085,train
9878,train
4199,train
7611,train
337,train
3761,train
1116,train
1665,train
7720,train
2133,train
269,train
1541,train
11236,train
10091,train
1853,train
6063,train
8489,train
11242,train
11180,train
147,train
3801,train
539,train
10682,train
4321,train
2691,train
5017,train
4882,train
9074,train
7923,train
9663,train
6032,train
9723,train
6604,train
2521,train
806,train
6163,train
9328,train
5274,train
5538,train
43,train
10574,train
1236,train
629,train
5441,train
9830,train
1593,train
6910,train
9720,train
9576,train
1009,train
3499,train
701,train
9753,train
5522,train
7483,train
986,train
5727,train
7256,train
9965,train
9462,train
6247,train
5363,train
10105,train
8802,train
998,train
2632,train
11056,train
277,train
1747,train
6716,train
8269,train
8040,train
10207,train
7642,train
8395,train
3813,train
2287,train
5266,train
1630,train
6398,train
10551,train
8029,train
1567,train
4344,train
8794,train
10067,train
601,train
3127,train
4176,train
8284,train
3946,train
8097,train
4811,train
1921,train
5875,train
8311,train
2165,train
9701,train
2506,train
8608,train
3079,train
11175,train
8999,train
9685,train
10854,train
8840,train
4390,train
5542,train
1074,train
625,train
208,train
6585,train
10242,train
9834,train
9821,train
132,train
5067,train
1811,train
7870,train
4649,train
10069,train
1208,train
7825,train
10461,train
5401,train
3658,train
6678,train
7688,train
3839,train
4675,train
3328,train
9829,train
6017,train
7067,train
2540,train
7159,train
2079,train
2019,train
4842,train
10584,train
6907,train
11107,train
5999,train
2808,train
4997,train
4500,train
4054,train
9168,train
10846,train
10227,train
2443,train
10244,train
10162,train
3316,train
3746,train
2563,train
165,train
378,train
996,train
820,train
5570,train
9380,train
2178,train
5745,train
4553,train
5766,train
7579,train
7393,train
858,train
3489,train
10433,train
10146,train
3364,train
1757,train
215,train
3017,train
5335,train
6689,train
6598,train
6365,train
201,train
153,train
2334,train
4709,train
11361,train
937,train
4139,train
3758,train
2727,train
10625,train
3407,train
1869,train
8980,train
9936,train
3662,train
846,train
4428,train
10294,train
5098,train
8536,train
1988,train
5511,train
10059,train
3041,train
6174,train
3664,train
6810,train
2445,train
6823,train
1881,train
5230,train
6289,train
10534,train
10680,train
8722,train
10679,train
7848,train
1144,train
1688,train
310,train
8147,train
4698,train
8382,train
5868,train
5300,train
4771,train
5160,train
10248,train
4755,train
5823,train
7636,train
5174,train
6980,train
7822,train
8914,train
11349,train
6329,train
10976,train
704,train
3497,train
10356,train
6499,train
4015,train
10567,train
759,train
10576,train
7567,train
6676,train
3542,train
7823,train
4814,train
10538,train
396,train
2530,train
11137,train
4970,train
36,train
4949,train
6571,train
4200,train
7793,train
1650,train
10320,train
10293,train
7166,train
6656,train
7741,train
6310,train
1166,train
1905,train
990,train
6333,train
8920,train
764,train
1472,train
3549,train
1273,train
5214,train
3299,train
9193,train
7523,train
8673,train
10383,train
11342,train
10853,train
64,train
3647,train
10657,train
5606,train
9490,train
7596,train
8883,train
8213,train
3027,train
1622,train
9165,train
4922,train
4569,train
3398,train
4883,train
1073,train
5468,train
1600,train
1306,train
5325,train
525,train
5607,train
10428,train
5499,train
144,train
1505,train
6653,train
9811,train
7764,train
10166,train
6954,train
4057,train
6369,train
7773,train
8648,train
6607,train
10512,train
10734,train
3241,train
10102,train
3269,train
4855,train
10372,train
1980,train
750,train
727,train
799,train
964,train
2265,train
7784,train
9928,train
10443,train
3947,train
5256,train
4297,train
10469,train
197,train
10650,train
7539,train
10034,train
2664,train
3383,train
8769,train
10709,train
4962,train
4412,train
5353,train
1785,train
4023,train
1235,train
1309,train
4586,train
4251,train
5216,train
4175,train
5449,train
855,train
10315,train
7622,train
8652,train
10774,train
5945,train
10795,train
10177,train
6739,train
1101,train
9001,train
2167,train
5238,train
7981,train
4564,train
11064,train
5338,train
9395,train
9369,train
4824,train
5268,train
9055,train
313,train
3478,train
8565,train
5453,train
9925,train
5391,train
4430,train
4532,train
6202,train
7916,train
3525,train
4754,train
9756,train
6216,train
7691,train
28,train
3528,train
11257,train
4516,train
8760,train
4431,train
1057,train
3246,train
5005,train
10521,train
10760,train
3764,train
4268,train
4162,train
6284,train
5863,train
1642,train
9353,train
4600,train
8190,train
3442,train
9448,train
1573,train
9432,train
5611,train
1894,train
3944,train
2021,train
8343,train
7096,train
4235,train
8667,train
513,train
10630,train
6408,train
3873,train
11149,train
2235,train
5846,train
5171,train
2483,train
2986,train
10575,train
5773,train
3179,train
897,train
5164,train
7786,train
2179,train
8043,train
6663,train
10299,train
1142,train
11167,train
8527,train
8898,train
305,train
2865,train
5141,train
1699,train
1773,train
4013,train
6444,train
6809,train
1997,train
6127,train
9711,train
6068,train
1219,train
3768,train
10152,train
5565,train
8048,train
3002,train
2259,train
1743,train
3785,train
3385,train
7860,train
4333,train
2184,train
18,train
7326,train
4723,train
5455,train
8225,train
4395,train
4222,train
1372,train
4269,train
8211,train
103,train
6638,train
503,train
9285,train
3138,train
6835,train
1408,train
11357,train
39,train
7115,train
10582,train
8820,train
1004,train
9311,train
2920,train
4411,train
5717,train
10347,train
119,train
1515,train
8740,train
7982,train
7835,train
6314,train
3678,train
2799,train
4975,train
3101,train
6094,train
5317,train
1172,train
2043,train
9407,train
491,train
5222,train
1856,train
1715,train
6655,train
9146,train
5093,train
7482,train
7714,train
6713,train
7762,train
3819,train
2080,train
8139,train
6846,train
10566,train
2046,train
9563,train
4617,train
7654,train
2598,train
6894,train
3630,train
9188,train
3593,train
5661,train
5448,train
6085,train
643,train
8389,train
6693,train
10493,train
3714,train
3021,train
7133,train
10547,train
3484,train
129,train
7770,train
1604,train
10745,train
5712,train
9106,train
4889,train
3818,train
5312,train
7223,train
6109,train
6540,train
2850,train
11230,train
966,train
10797,train
2788,train
916,train
2345,train
7309,train
8133,train
4220,train
11368,train
5885,train
2115,train
9457,train
1542,train
390,train
2798,train
10824,train
6210,train
3026,train
11279,train
4602,train
7384,train
8787,train
947,train
1419,train
9704,train
2298,train
272,train
7497,train
9787,train
4493,train
10639,train
671,train
10830,train
3377,train
8118,train
5896,train
4244,train
2555,train
10831,train
9430,train
5653,train
3146,train
593,train
7344,train
11060,train
2300,train
6667,train
7441,train
5738,train
9373,train
8492,train
6006,train
5944,train
7995,train
418,train
10017,train
1794,train
587,train
10282,train
11370,train
3050,train
8136,train
9018,train
8564,train
6916,train
10672,train
630,train
108,train
10781,train
7103,train
1299,train
10937,train
887,train
2637,train
1887,train
1022,train
1546,train
74,train
7970,train
4710,train
1704,train
7957,train
5224,train
4593,train
8332,train
9044,train
5210,train
11143,train
7978,train
7791,train
9337,train
325,train
11208,train
6250,train
11381,train
9054,train
6390,train
8895,train
8090,train
9071,train
5527,train
1330,train
6093,train
11046,train
2097,train
1655,train
4918,train
3024,train
1813,train
2141,train
2221,train
9998,train
5555,train
10633,train
719,train
2183,train
274,train
6804,train
5637,train
4350,train
270,train
5046,train
7442,train
7056,train
4690,train
7920,train
5940,train
9023,train
2998,train
4263,train
9275,train
7143,train
9955,train
5293,train
8246,train
3235,train
7744,train
8576,train
7999,train
9591,train
10778,train
737,train
5076,train
9078,train
9670,train
3674,train
8427,train
5935,train
4461,train
1383,train
10522,train
7028,train
5992,train
6989,train
3609,train
9974,train
1610,train
2495,train
9775,train
3039,train
4422,train
7306,train
11294,train
1949,train
3083,train
194,train
2157,train
4155,train
19,train
3684,train
6774,train
8783,train
8815,train
10208,train
10861,train
5419,train
5350,train
2384,train
7029,train
5937,train
7913,train
8121,train
10375,train
6705,train
5835,train
7581,train
10511,train
9084,train
10290,train
2894,train
7934,train
95,train
9346,train
6673,train
11406,train
9024,train
2601,train
7719,train
1591,train
4677,train
959,train
2838,train
4351,train
34,train
1540,train
8660,train
164,train
4691,train
9262,train
10509,train
4843,train
3526,train
7856,train
10982,train
8050,train
4992,train
11125,train
617,train
950,train
5465,train
4562,train
8188,train
10379,train
1891,train
5436,train
930,train
10543,train
11080,train
3619,train
476,train
1550,train
536,train
1348,train
6039,train
4681,train
2029,train
2314,train
1135,train
5402,train
1181,train
6391,train
451,train
1381,train
1032,train
4948,train
9440,train
196,train
5053,train
11213,train
4309,train
7280,train
9622,train
969,train
8724,train
1675,train
6113,train
8248,train
1081,train
8457,train
4285,train
6107,train
1602,train
3557,train
8036,train
5977,train
10882,train
2181,train
3346,train
5877,train
5345,train
452,train
7068,train
504,train
3300,train
4946,train
1169,train
7126,train
8982,train
10476,train
8909,train
11263,train
4519,train
1402,train
11407,train
1239,train
2545,train
5142,train
5016,train
9963,train
6020,train
8904,train
7109,train
4343,train
10111,train
4799,train
11158,train
9229,train
4130,train
6383,train
5103,train
8642,train
888,train
7360,train
6243,train
1799,train
1196,train
7733,train
2094,train
2940,train
1611,train
6615,train
7337,train
423,train
5254,train
4381,train
8649,train
6293,train
7779,train
6629,train
3904,train
8672,train
8973,train
688,train
7601,train
5056,train
7110,train
10536,train
5966,train
6291,train
4638,train
861,train
4795,train
1913,train
87,train
1823,train
167,train
1340,train
5583,train
8307,train
7965,train
4869,train
10806,train
2022,train
753,train
528,train
6162,train
145,train
3493,train
7106,train
4386,train
10060,train
9144,train
186,train
8955,train
4756,train
150,train
8545,train
10507,train
5203,train
4866,train
7346,train
1035,train
1157,train
9099,train
8450,train
1627,train
6089,train
1923,train
7876,train
10200,train
3698,train
4947,train
8476,train
7282,train
4572,train
9777,train
7065,train
5075,train
2794,train
1140,train
10573,train
2191,train
6364,train
10789,train
3736,train
8530,train
3408,train
9791,train
2237,train
11047,train
2741,train
6144,train
3275,train
1279,train
8041,train
2147,train
2311,train
10555,train
2725,train
8178,train
367,train
9261,train
1828,train
3621,train
2852,train
8729,train
10038,train
2746,train
7300,train
7411,train
3081,train
1718,train
2480,train
5071,train
8850,train
10580,train
4288,train
1187,train
10286,train
9712,train
7734,train
7954,train
3847,train
595,train
7639,train
7804,train
6046,train
1099,train
7372,train
1531,train
3249,train
8607,train
11120,train
9927,train
4550,train
8717,train
8726,train
1028,train
898,train
5213,train
3550,train
10226,train
8998,train
6443,train
4482,train
1229,train
1705,train
5567,train
3204,train
5063,train
1437,train
8523,train
2513,train
2231,train
3004,train
3993,train
987,train
4356,train
347,train
2670,train
1864,train
6990,train
8194,train
1568,train
10947,train
2295,train
284,train
10021,train
2564,train
5033,train
6075,train
9930,train
11221,train
1957,train
2949,train
814,train
4358,train
3378,train
10308,train
9087,train
2561,train
4523,train
10233,train
9593,train
10698,train
3498,train
9240,train
10178,train
11044,train
8805,train
2758,train
642,train
9542,train
10123,train
7499,train
11399,train
2978,train
3150,train
3470,train
10911,train
11334,train
4124,train
9569,train
9564,train
728,train
5971,train
4813,train
8364,train
5610,train
10455,train
3399,train
4831,train
2683,train
2059,train
2996,train
10803,train
11427,train
2271,train
5177,train
10219,train
2896,train
9628,train
8696,train
4827,train
5819,train
7761,train
6843,train
9635,train
5867,train
5634,train
10301,train
3725,train
7694,train
9707,train
7419,train
2556,train
10243,train
8128,train
10777,train
4217,train
6865,train
9529,train
10413,train
5965,train
1459,train
8961,train
8479,train
4898,train
9716,train
6077,train
9171,train
2658,train
2879,train
3476,train
2040,train
3936,train
6338,train
5415,train
10730,train
11032,train
2592,train
7866,train
6420,train
4223,train
5433,train
10798,train
288,train
9175,train
327,train
486,train
7645,train
9312,train
6934,train
1241,train
1752,train
120,train
3893,train
1620,train
10619,train
4769,train
2936,train
5009,train
9521,train
2717,train
5586,train
1991,train
9951,train
1947,train
3195,train
3547,train
5179,train
5193,train
2462,train
8891,train
9988,train
10014,train
4002,train
6279,train
1553,train
1108,train
1535,train
475,train
1059,train
4357,train
739,train
6534,train
938,train
9187,train
583,train
8814,train
2241,train
9662,train
2784,train
5172,train
10345,train
6312,train
5474,train
1745,train
1368,train
8708,train
6899,train
9180,train
4111,train
8771,train
10946,train
8219,train
4656,train
9950,train
5916,train
1112,train
9793,train
4306,train
3395,train
5557,train
7377,train
4641,train
163,train
9098,train
10000,train
5129,train
4805,train
6740,train
10747,train
9659,train
2982,train
4075,train
7357,train
1631,train
10236,train
242,train
4828,train
1681,train
4680,train
11379,train
4429,train
1457,train
5829,train
4635,train
2478,train
6019,train
8591,train
10725,train
4284,train
5308,train
1545,train
4906,train
4382,train
1976,train
847,train
3565,train
2268,train
113,train
9418,train
237,train
4363,train
1928,train
11071,train
7941,train
5984,train
8686,train
3018,train
422,train
2056,train
2432,train
8124,train
3310,train
4494,train
3681,train
3411,train
8546,train
1027,train
2843,train
7666,train
5182,train
4841,train
3941,train
1384,train
5163,train
4957,train
9961,train
812,train
428,train
2553,train
11316,train
2918,train
3369,train
9042,train
3236,train
342,train
1449,train
7261,train
8337,train
5734,train
639,train
9579,train
8376,train
4647,train
2993,train
6708,train
9559,train
9686,train
8360,train
10525,train
8661,train
6944,train
10904,train
2997,train
8655,train
1946,train
7820,train
10820,train
8177,train
2655,train
7795,train
7943,train
1245,train
10886,train
5080,train
9334,train
4794,train
8525,train
5396,train
4857,train
1793,train
11235,train
8014,train
4467,train
8837,train
3538,train
6245,train
10285,train
2427,train
5221,train
6317,train
9577,train
11293,train
9892,train
3046,train
9598,train
6767,train
457,train
9972,train
8638,train
9584,train
10390,train
11389,train
7648,train
10851,train
8176,train
3574,train
7845,train
9763,train
2844,train
6666,train
6395,train
10004,train
5342,train
2132,train
35,train
4634,train
3099,train
7348,train
7990,train
6611,train
1628,train
9914,train
10082,train
1633,train
10661,train
2827,train
2381,train
711,train
3871,train
8240,train
3107,train
1680,train
1227,train
2197,train
9562,train
30,train
4716,train
1266,train
903,train
5871,train
10845,train
9687,train
6007,train
3575,train
6707,train
5651,train
9792,train
6639,train
115,train
2695,train
5809,train
4473,train
6610,train
10358,train
3207,train
234,train
10232,train
10825,train
6158,train
5424,train
11128,train
2353,train
3060,train
813,train
3181,train
340,train
8187,train
6533,train
8978,train
5485,train
4702,train
8975,train
7792,train
8650,train
9750,train
420,train
3567,train
6451,train
6283,train
2975,train
456,train
7450,train
3986,train
8384,train
10153,train
6947,train
9131,train
9103,train
9869,train
1524,train
11057,train
7614,train
5539,train
4255,train
10622,train
5022,train
2818,train
5876,train
8452,train
7752,train
10918,train
7583,train
1906,train
3049,train
7846,train
10787,train
8868,train
8019,train
6589,train
6556,train
2042,train
1664,train
8058,train
10062,train
9810,train
553,train
7759,train
5530,train
6498,train
2372,train
7266,train
11248,train
8495,train
3481,train
406,train
5921,train
8629,train
1623,train
10421,train
5393,train
10675,train
4204,train
2766,train
10204,train
1346,train
9354,train
10495,train
3443,train
9492,train
7739,train
645,train
4490,train
9118,train
3231,train
8764,train
11318,train
1482,train
9651,train
10108,train
6439,train
9251,train
11245,train
7713,train
4030,train
9527,train
5347,train
4631,train
884,train
5593,train
1082,train
11155,train
4170,train
8644,train
1115,train
8834,train
1867,train
7196,train
1149,train
2728,train
1918,train
11216,train
9308,train
8408,train
8081,train
10783,train
143,train
6636,train
9236,train
11238,train
326,train
3910,train
1189,train
2840,train
8144,train
8839,train
5851,train
7414,train
2439,train
11297,train
5329,train
6968,train
2579,train
1029,train
1478,train
5134,train
9823,train
7142,train
6149,train
1347,train
11012,train
61,train
4353,train
4510,train
97,train
10723,train
4238,train
6917,train
2303,train
2534,train
2611,train
9258,train
1259,train
11252,train
4728,train
11345,train
1603,train
7279,train
1941,train
660,train
4283,train
9361,train
4531,train
5622,train
148,train
3733,train
222,train
3424,train
1649,train
4110,train
3396,train
1193,train
10175,train
1755,train
699,train
6475,train
9737,train
6854,train
4253,train
9754,train
10046,train
4016,train
3254,train
773,train
3311,train
2861,train
11083,train
2516,train
3078,train
10940,train
4580,train
324,train
3040,train
7998,train
3859,train
4885,train
9552,train
6064,train
7721,train
9323,train
11186,train
8907,train
9291,train
7716,train
1106,train
6242,train
949,train
1556,train
5008,train
8422,train
10397,train
3008,train
6361,train
440,train
5333,train
7730,train
7097,train
8062,train
4271,train
7869,train
958,train
5514,train
6538,train
4837,train
5902,train
3209,train
11141,train
5975,train
4752,train
2666,train
4208,train
9673,train
2398,train
10998,train
8033,train
6047,train
7540,train
6189,train
4260,train
10721,train
7054,train
11259,train
7667,train
761,train
5931,train
2621,train
3330,train
8342,train
6114,train
881,train
7826,train
1982,train
4084,train
10962,train
11024,train
4407,train
853,train
2219,train
4899,train
1486,train
4112,train
4944,train
8154,train
2510,train
4483,train
9732,train
5698,train
2194,train
4453,train
300,train
6318,train
6023,train
11355,train
7437,train
7447,train
6975,train
3324,train
878,train
4618,train
1025,train
8073,train
25,train
6480,train
7485,train
7452,train
2459,train
10056,train
1396,train
1862,train
3618,train
2710,train
9587,train
2210,train
1608,train
6198,train
11113,train
8946,train
6410,train
3660,train
557,train
10965,train
8394,train
7324,train
1908,train
10678,train
6851,train
3368,train
6013,train
3680,train
7429,train
11161,train
5235,train
4031,train
9800,train
4687,train
1963,train
7020,train
2437,train
11416,train
8200,train
7505,train
4272,train
3656,train
1827,train
3142,train
1865,train
3971,train
2624,train
7408,train
8751,train
2870,train
11050,train
8555,train
4630,train
10941,train
5705,train
482,train
3419,train
3829,train
490,train
8835,train
1860,train
6450,train
7546,train
6237,train
1206,train
10136,train
2228,train
684,train
7743,train
1431,train
1291,train
10250,train
254,train
9693,train
5355,train
5592,train
2724,train
9270,train
3708,train
7188,train
3163,train
7747,train
10790,train
3515,train
7949,train
4954,train
5065,train
2615,train
6430,train
9237,train
9933,train
2599,train
6631,train
9612,train
9669,train
10101,train
6117,train
5716,train
10167,train
4823,train
4042,train
7091,train
9971,train
2335,train
9819,train
7427,train
2820,train
770,train
8781,train
10711,train
3455,train
9358,train
3863,train
8993,train
8712,train
2500,train
2684,train
5477,train
139,train
11042,train
5286,train
3627,train
10557,train
5838,train
502,train
563,train
11159,train
9248,train
2786,train
9371,train
7518,train
6294,train
8110,train
10024,train
6749,train
10748,train
3786,train
6552,train
706,train
2966,train
333,train
3091,train
6819,train
2018,train
1571,train
1523,train
1850,train
446,train
3290,train
8309,train
4903,train
827,train
8114,train
228,train
1080,train
5295,train
9749,train
4491,train
3342,train
8635,train
9386,train
3287,train
10866,train
10485,train
651,train
2888,train
3894,train
2572,train
2856,train
10546,train
9399,train
1353,train
4770,train
1948,train
3263,train
7420,train
7248,train
5617,train
9692,train
5252,train
10558,train
465,train
7095,train
2813,train
445,train
6034,train
8917,train
11298,train
10209,train
10172,train
7597,train
3587,train
10259,train
2392,train
7788,train
10255,train
6309,train
2456,train
2024,train
1165,train
10602,train
7167,train
7663,train
10867,train
3692,train
6951,train
4542,train
6543,train
5031,train
10125,train
7974,train
7394,train
8459,train
8873,train
4308,train
11174,train
7312,train
2390,train
7321,train
9436,train
1897,train
5770,train
94,train
1413,train
8725,train
3540,train
1685,train
9182,train
10144,train
2464,train
8991,train
1654,train
2524,train
7071,train
2286,train
5144,train
7389,train
7966,train
914,train
9230,train
10636,train
10202,train
1669,train
6446,train
9595,train
8715,train
1410,train
3257,train
3569,train
6209,train
6637,train
6166,train
5150,train
2811,train
9411,train
8723,train
10289,train
7193,train
4518,train
75,train
11346,train
7661,train
597,train
6812,train
3712,train
2395,train
141,train
6389,train
3045,train
9760,train
3343,train
8875,train
9826,train
7652,train
2953,train
7692,train
8826,train
10193,train
9688,train
2394,train
6872,train
1460,train
10500,train
485,train
942,train
11195,train
9769,train
2465,train
4044,train
6271,train
4021,train
1079,train
10076,train
791,train
1562,train
9318,train
3134,train
5581,train
306,train
2737,train
10448,train
11189,train
9907,train
5962,train
6632,train
4667,train
9382,train
5678,train
9094,train
9021,train
6065,train
4923,train
10319,train
3775,train
6135,train
3174,train
5516,train
10005,train
6143,train
8466,train
5110,train
10380,train
5525,train
840,train
5561,train
1456,train
9223,train
9073,train
7771,train
608,train
493,train
7787,train
3726,train
3345,train
6918,train
3291,train
5783,train
8498,train
4448,train
1097,train
17,train
11315,train
9871,train
1709,train
2654,train
1443,train
3400,train
11251,train
10738,train
3437,train
407,train
11277,train
9033,train
3010,train
9391,train
2503,train
3494,train
7412,train
4347,train
3845,train
4897,train
1275,train
11124,train
5392,train
6789,train
2477,train
5960,train
9510,train
957,train
5095,train
4608,train
3688,train
6503,train
4700,train
2476,train
7197,train
1953,train
9986,train
11157,train
3831,train
10281,train
11281,train
3929,train
4781,train
6489,train
9079,train
9006,train
506,train
8614,train
5117,train
11097,train
7902,train
7015,train
7588,train
2123,train
10001,train
9980,train
5426,train
7090,train
3596,train
6787,train
9029,train
8966,train
6623,train
10118,train
8855,train
2290,train
610,train
9939,train
81,train
7171,train
4018,train
769,train
2339,train
5358,train
7141,train
4904,train
1209,train
2504,train
778,train
3559,train
7251,train
7392,train
7325,train
1696,train
6814,train
8327,train
4890,train
3469,train
4621,train
609,train
8874,train
1262,train
5373,train
1877,train
8125,train
9287,train
4442,train
11383,train
4455,train
8472,train
6349,train
2700,train
6274,train
3911,train
6260,train
6755,train
8123,train
10350,train
2011,train
848,train
7156,train
6056,train
1298,train
2069,train
9880,train
10800,train
7138,train
9271,train
6229,train
3496,train
9439,train
3487,train
2551,train
1613,train
6591,train
6062,train
4570,train
4784,train
1815,train
4713,train
6616,train
1659,train
7260,train
10458,train
674,train
6297,train
10899,train
10050,train
1859,train
7955,train
7445,train
5895,train
2618,train
1943,train
10051,train
4782,train
10702,train
385,train
124,train
1612,train
6796,train
372,train
3501,train
5908,train
4980,train
3687,train
4187,train
4267,train
1509,train
8499,train
6816,train
11172,train
439,train
11163,train
6407,train
10155,train
358,train
8598,train
8351,train
10077,train
10849,train
2333,train
220,train
4624,train
5181,train
8400,train
2570,train
2202,train
10025,train
7976,train
10279,train
945,train
298,train
7417,train
4152,train
11286,train
10130,train
4845,train
7821,train
7842,train
10995,train
627,train
5673,train
2493,train
9075,train
6550,train
9616,train
2318,train
1051,train
7794,train
7,train
6078,train
11376,train
6266,train
3165,train
10333,train
9817,train
5655,train
6770,train
3534,train
9610,train
4775,train
5624,train
8808,train
10910,train
11123,train
11086,train
972,train
10263,train
3065,train
5746,train
447,train
1355,train
1324,train
8552,train
5547,train
3338,train
7940,train
7465,train
7775,train
10302,train
8866,train
5447,train
6511,train
10359,train
4007,train
3848,train
5759,train
146,train
1703,train
542,train
2913,train
3100,train
9284,train
7987,train
7472,train
323,train
9123,train
7269,train
1031,train
714,train
8278,train
1983,train
8695,train
7861,train
895,train
10618,train
10363,train
226,train
5958,train
7070,train
9870,train
1154,train
574,train
1432,train
9567,train
3154,train
4876,train
5278,train
11326,train
7275,train
4998,train
2585,train
7968,train
7731,train
4705,train
8746,train
1198,train
3074,train
8004,train
8624,train
6132,train
126,train
1848,train
1729,train
2258,train
2520,train
6305,train
1005,train
2284,train
7210,train
6741,train
3909,train
842,train
3392,train
8896,train
10728,train
8941,train
